Date,Campaign name,Ad set name,Placement,Amount spent (USD),country,audience description,platform,placements,device,Total investment,Ad revenue
2018-07-31,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,facebook|feed|desktop,0.26,US,Outdoor Activists,facebook,feed,desktop,5.3199999999999985,0.0
2018-08-01,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,facebook|feed|desktop,0.5,US,Outdoor Activists,facebook,feed,desktop,5.8199999999999985,0.0
2018-08-02,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,facebook|feed|desktop,0.43,US,Outdoor Activists,facebook,feed,desktop,6.249999999999999,0.0
2018-08-03,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,facebook|feed|desktop,0.21,US,Outdoor Activists,facebook,feed,desktop,6.459999999999999,0.0
2018-08-04,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,facebook|feed|desktop,0.34,US,Outdoor Activists,facebook,feed,desktop,6.799999999999999,0.0
2018-08-05,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,facebook|feed|desktop,0.34,US,Outdoor Activists,facebook,feed,desktop,7.139999999999999,0.0
2018-08-06,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,facebook|feed|desktop,0.57,US,Outdoor Activists,facebook,feed,desktop,7.709999999999999,0.0
2018-08-07,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,facebook|feed|desktop,0.2,US,Outdoor Activists,facebook,feed,desktop,7.909999999999998,0.0
2018-07-11,EN_RCH_Campers_LeadGen,CA_M/F_25-64_Camping Enthusiast,facebook|feed|desktop,0.03,CA,Camping Enthusiast,facebook,feed,desktop,0.03,0.0
2018-07-12,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",facebook|feed|desktop,0.38,AU,"Lookalike (AU, 2%) - rainfactoryP22C",facebook,feed,desktop,0.38,0.0
2018-07-13,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",facebook|feed|desktop,0.69,AU,"Lookalike (AU, 2%) - rainfactoryP22C",facebook,feed,desktop,1.0699999999999998,0.0
2018-07-14,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",facebook|feed|desktop,0.2,AU,"Lookalike (AU, 2%) - rainfactoryP22C",facebook,feed,desktop,1.2699999999999998,0.0
2018-07-15,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",facebook|feed|desktop,0.14,AU,"Lookalike (AU, 2%) - rainfactoryP22C",facebook,feed,desktop,1.4099999999999997,0.0
2018-07-16,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",facebook|feed|desktop,0.22,AU,"Lookalike (AU, 2%) - rainfactoryP22C",facebook,feed,desktop,1.6299999999999997,0.0
2018-07-17,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",facebook|feed|desktop,0.17,AU,"Lookalike (AU, 2%) - rainfactoryP22C",facebook,feed,desktop,1.7999999999999996,0.0
2018-07-18,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",facebook|feed|desktop,0.12,AU,"Lookalike (AU, 2%) - rainfactoryP22C",facebook,feed,desktop,1.9199999999999997,0.0
2018-07-19,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",facebook|feed|desktop,0.05,AU,"Lookalike (AU, 2%) - rainfactoryP22C",facebook,feed,desktop,1.9699999999999995,0.0
2018-07-20,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",facebook|feed|desktop,0.09,AU,"Lookalike (AU, 2%) - rainfactoryP22C",facebook,feed,desktop,2.06,0.0
2018-07-21,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",facebook|feed|desktop,0.04,AU,"Lookalike (AU, 2%) - rainfactoryP22C",facebook,feed,desktop,2.1,0.0
2018-07-22,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",facebook|feed|desktop,0.19,AU,"Lookalike (AU, 2%) - rainfactoryP22C",facebook,feed,desktop,2.29,0.0
2018-07-23,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",facebook|feed|desktop,0.28,AU,"Lookalike (AU, 2%) - rainfactoryP22C",facebook,feed,desktop,2.5699999999999994,0.0
2018-07-24,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",facebook|feed|desktop,0.19,AU,"Lookalike (AU, 2%) - rainfactoryP22C",facebook,feed,desktop,2.76,0.0
2018-07-25,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",facebook|feed|desktop,0.24,AU,"Lookalike (AU, 2%) - rainfactoryP22C",facebook,feed,desktop,2.9999999999999987,0.0
2018-07-26,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",facebook|feed|desktop,0.08,AU,"Lookalike (AU, 2%) - rainfactoryP22C",facebook,feed,desktop,3.0799999999999987,0.0
2018-07-27,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",facebook|feed|desktop,0.41,AU,"Lookalike (AU, 2%) - rainfactoryP22C",facebook,feed,desktop,3.4899999999999998,0.0
2018-07-28,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",facebook|feed|desktop,0.2,AU,"Lookalike (AU, 2%) - rainfactoryP22C",facebook,feed,desktop,3.69,0.0
2018-07-29,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",facebook|feed|desktop,0.21,AU,"Lookalike (AU, 2%) - rainfactoryP22C",facebook,feed,desktop,3.9,0.0
2018-07-30,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",facebook|feed|desktop,1.27,AU,"Lookalike (AU, 2%) - rainfactoryP22C",facebook,feed,desktop,5.17,0.0
2018-07-31,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",facebook|feed|desktop,1.47,AU,"Lookalike (AU, 2%) - rainfactoryP22C",facebook,feed,desktop,6.64,0.0
2018-08-01,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",facebook|feed|desktop,1.08,AU,"Lookalike (AU, 2%) - rainfactoryP22C",facebook,feed,desktop,7.72,0.0
2018-08-02,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",facebook|feed|desktop,0.47,AU,"Lookalike (AU, 2%) - rainfactoryP22C",facebook,feed,desktop,8.19,0.0
2018-08-03,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",facebook|feed|desktop,0.84,AU,"Lookalike (AU, 2%) - rainfactoryP22C",facebook,feed,desktop,9.03,0.0
2018-08-04,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",facebook|feed|desktop,1.19,AU,"Lookalike (AU, 2%) - rainfactoryP22C",facebook,feed,desktop,10.22,0.0
2018-08-05,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",facebook|feed|desktop,2.55,AU,"Lookalike (AU, 2%) - rainfactoryP22C",facebook,feed,desktop,12.77,0.0
2018-08-06,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",facebook|feed|desktop,2.5,AU,"Lookalike (AU, 2%) - rainfactoryP22C",facebook,feed,desktop,15.27,0.0
2018-08-07,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",facebook|feed|desktop,0.93,AU,"Lookalike (AU, 2%) - rainfactoryP22C",facebook,feed,desktop,16.2,0.0
2018-07-12,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|feed|desktop,0.35,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,feed,desktop,0.35,0.0
2018-07-13,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|feed|desktop,0.23,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,feed,desktop,0.58,0.0
2018-07-14,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|feed|desktop,0.11,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,feed,desktop,0.69,0.0
2018-07-15,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|feed|desktop,0.51,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,feed,desktop,1.2,0.0
2018-07-16,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|feed|desktop,0.41,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,feed,desktop,1.61,0.0
2018-07-17,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|feed|desktop,0.11,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,feed,desktop,1.72,0.0
2018-07-18,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|feed|desktop,0.12,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,feed,desktop,1.84,0.0
2018-07-19,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|feed|desktop,0.12,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,feed,desktop,1.96,0.0
2018-07-20,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|feed|desktop,0.03,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,feed,desktop,1.99,0.0
2018-07-21,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|feed|desktop,0.0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,feed,desktop,1.99,0.0
2018-07-22,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|feed|desktop,0.21,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,feed,desktop,2.2,0.0
2018-07-23,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|feed|desktop,0.32,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,feed,desktop,2.52,0.0
2018-07-24,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|feed|desktop,0.18,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,feed,desktop,2.7,0.0
2018-07-25,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|feed|desktop,0.1,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,feed,desktop,2.8000000000000003,0.0
2018-07-26,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|feed|desktop,0.09,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,feed,desktop,2.89,0.0
2018-07-27,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|feed|desktop,0.3,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,feed,desktop,3.19,0.0
2018-07-28,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|feed|desktop,0.49,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,feed,desktop,3.68,0.0
2018-07-29,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|feed|desktop,0.12,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,feed,desktop,3.8,0.0
2018-07-30,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|feed|desktop,0.64,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,feed,desktop,4.44,0.0
2018-07-31,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|feed|desktop,1.09,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,feed,desktop,5.5299999999999985,0.0
2018-08-01,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|feed|desktop,1.29,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,feed,desktop,6.8199999999999985,0.0
2018-08-02,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|feed|desktop,0.84,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,feed,desktop,7.659999999999998,0.0
2018-08-03,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|feed|desktop,0.43,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,feed,desktop,8.09,0.0
2018-08-04,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|feed|desktop,0.99,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,feed,desktop,9.08,5900.004
2018-08-05,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|feed|desktop,1.72,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,feed,desktop,10.8,0.0
2018-08-06,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|feed|desktop,1.05,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,feed,desktop,11.85,0.0
2018-08-07,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|feed|desktop,0.36,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,feed,desktop,12.21,0.0
2018-07-12,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",facebook|feed|desktop,0.82,CA,"Lookalike (CA, 2%) - rainfactoryP22C",facebook,feed,desktop,0.82,0.0
2018-07-13,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",facebook|feed|desktop,1.04,CA,"Lookalike (CA, 2%) - rainfactoryP22C",facebook,feed,desktop,1.86,0.0
2018-07-14,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",facebook|feed|desktop,0.19,CA,"Lookalike (CA, 2%) - rainfactoryP22C",facebook,feed,desktop,2.05,0.0
2018-07-15,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",facebook|feed|desktop,0.24,CA,"Lookalike (CA, 2%) - rainfactoryP22C",facebook,feed,desktop,2.29,0.0
2018-07-16,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",facebook|feed|desktop,0.35,CA,"Lookalike (CA, 2%) - rainfactoryP22C",facebook,feed,desktop,2.64,0.0
2018-07-17,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",facebook|feed|desktop,0.33,CA,"Lookalike (CA, 2%) - rainfactoryP22C",facebook,feed,desktop,2.97,0.0
2018-07-18,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",facebook|feed|desktop,0.46,CA,"Lookalike (CA, 2%) - rainfactoryP22C",facebook,feed,desktop,3.43,0.0
2018-07-19,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",facebook|feed|desktop,0.18,CA,"Lookalike (CA, 2%) - rainfactoryP22C",facebook,feed,desktop,3.61,0.0
2018-07-20,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",facebook|feed|desktop,0.59,CA,"Lookalike (CA, 2%) - rainfactoryP22C",facebook,feed,desktop,4.2,12900.0019
2018-07-21,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",facebook|feed|desktop,0.18,CA,"Lookalike (CA, 2%) - rainfactoryP22C",facebook,feed,desktop,4.38,0.0
2018-07-22,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",facebook|feed|desktop,0.31,CA,"Lookalike (CA, 2%) - rainfactoryP22C",facebook,feed,desktop,4.69,0.0
2018-07-23,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",facebook|feed|desktop,0.74,CA,"Lookalike (CA, 2%) - rainfactoryP22C",facebook,feed,desktop,5.43,0.0
2018-07-24,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",facebook|feed|desktop,1.16,CA,"Lookalike (CA, 2%) - rainfactoryP22C",facebook,feed,desktop,6.59,0.0
2018-07-25,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",facebook|feed|desktop,0.76,CA,"Lookalike (CA, 2%) - rainfactoryP22C",facebook,feed,desktop,7.35,0.0
2018-07-26,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",facebook|feed|desktop,1.02,CA,"Lookalike (CA, 2%) - rainfactoryP22C",facebook,feed,desktop,8.37,0.0
2018-07-27,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",facebook|feed|desktop,1.74,CA,"Lookalike (CA, 2%) - rainfactoryP22C",facebook,feed,desktop,10.11,0.0
2018-07-28,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",facebook|feed|desktop,1.84,CA,"Lookalike (CA, 2%) - rainfactoryP22C",facebook,feed,desktop,11.95,0.0
2018-07-29,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",facebook|feed|desktop,1.96,CA,"Lookalike (CA, 2%) - rainfactoryP22C",facebook,feed,desktop,13.91,0.0
2018-07-30,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",facebook|feed|desktop,1.08,CA,"Lookalike (CA, 2%) - rainfactoryP22C",facebook,feed,desktop,14.99,0.0
2018-07-31,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",facebook|feed|desktop,2.82,CA,"Lookalike (CA, 2%) - rainfactoryP22C",facebook,feed,desktop,17.81,0.0
2018-08-01,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",facebook|feed|desktop,1.92,CA,"Lookalike (CA, 2%) - rainfactoryP22C",facebook,feed,desktop,19.73,0.0
2018-08-02,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",facebook|feed|desktop,1.13,CA,"Lookalike (CA, 2%) - rainfactoryP22C",facebook,feed,desktop,20.86,0.0
2018-08-03,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",facebook|feed|desktop,0.78,CA,"Lookalike (CA, 2%) - rainfactoryP22C",facebook,feed,desktop,21.64,0.0
2018-08-04,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",facebook|feed|desktop,0.43,CA,"Lookalike (CA, 2%) - rainfactoryP22C",facebook,feed,desktop,22.07,0.0
2018-08-05,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",facebook|feed|desktop,0.94,CA,"Lookalike (CA, 2%) - rainfactoryP22C",facebook,feed,desktop,23.01,0.0
2018-08-06,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",facebook|feed|desktop,1.2,CA,"Lookalike (CA, 2%) - rainfactoryP22C",facebook,feed,desktop,24.21,44700.0
2018-08-07,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",facebook|feed|desktop,0.37,CA,"Lookalike (CA, 2%) - rainfactoryP22C",facebook,feed,desktop,24.58,0.0
2018-07-12,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",facebook|feed|desktop,0.62,CA,"Lookalike (CA, 2%) - rainfactoryS71C",facebook,feed,desktop,0.62,0.0
